Book_name,Author,Rating,Book_genre_p,Book_genre_s,Book_ID
"Unfiltered: No Shame, No Regrets, Just Me",Lily Collins,3.94,Nonfiction,Autobiography,9516
My Dark Places,James Ellroy,3.88,True Crime,Biography,9517
Hegemony or Survival: America's Quest for Global Dominance,Noam Chomsky,3.97,Politics,Sociology,9518
The American,"Henry James, Lee Clark Mitchell ",3.67,Classics,19th Century,9519
The Beast Must Die,Nicholas Blake,3.85,Mystery,Thriller,9520
Z for Zachariah,Robert C. O'Brien,3.67,Young Adult,Dystopia,9521
Fearless Fourteen,Janet Evanovich ,4.04,Mystery,Romance,9522
Seeds of Yesterday,V.C. Andrews,3.83,Fiction,Gothic,9523
Echoes,Maeve Binchy,3.81,Fiction,Irish Literature,9524
Sheer Abandon,Penny Vincenzi,3.74,Fiction,Drama,9525
The House of Thunder,"Leigh Nichols (Pseudonym), Dean Koontz ",3.79,Horror,Mystery,9526
Tales of a Female Nomad: Living at Large in the World,Rita Golden Gelman,3.85,Travel,Adventure,9527
Krik? Krak!,Edwidge Danticat,4.13,Short Stories,School,9528
The Mark,"Tim LaHaye, Jerry B. Jenkins ",4.03,Christian Fiction,Fantasy,9529
The Professor,Charlotte Brontë,3.57,Classics,Victorian,9530
Marvel 1602,"Neil Gaiman , Andy Kubert , Richard Isanove (Digital Painter), Peter Sanderson  , Todd Klein (Letterer)",3.94,Graphic Novels,Marvel,9531
Runemarks,Joanne Harris ,3.74,Fantasy,Magic,9532
The Wild Ass's Skin,"Honoré de Balzac, Herbert J. Hunt ",3.83,Classics,19th Century,9533
"They Shoot Horses, Don't They?",Horace McCoy,3.86,Fiction,Mystery,9534
Disney at Dawn,Ridley Pearson,4.03,Fantasy,Middle Grade,9535
Of Just the Two of Us,Le-an Lai Lacaba ,5,NA,NA,9536
It Gets Worse: A Collection of Essays,Shane Dawson,4.23,Nonfiction,Essays,9537
The Character of Physical Law,"Richard P. Feynman, James Gleick  ",4.29,Physics,Philosophy,9538
Tantalize,Cynthia Leitich Smith,3.3,Young Adult,Werewolves,9539
Prince Charming,Julie Garwood ,4.06,Romance,Historical Fiction,9540
What's So Amazing About Grace?,Philip Yancey ,4.16,Christian,Theology,9541
Only You Can Save Mankind,Terry Pratchett,3.72,Science Fiction,Humor,9542
First King of Shannara,Terry Brooks ,3.96,Fantasy,High Fantasy,9543
Breath,Tim Winton,3.87,Fiction,Literary Fiction,9544
The Minority Report,Philip K. Dick,3.84,Science Fiction,Classics,9545
Ramona the Brave,"Beverly Cleary, Alan Tiegreen ",4.11,Childrens,Young Adult,9546
Kiss of Fire,Deborah Cooke ,3.74,Paranormal Romance,Fantasy,9547
The Twilight Saga Breaking Dawn Part 1: The Official Illustrated Movie Companion,Mark Cotta Vaz,4.28,Fantasy,Fiction,9548
Lone Wolf,Jodi Picoult ,3.7,Fiction,Drama,9549
The Mysteries of Udolpho,"Ann Radcliffe, Jacqueline Howard (Editor)",3.38,Classics,Mystery,9550
The Colossus Rises,"Peter Lerangis, Mike Reagan ",3.85,Fantasy,Mythology,9551
A Game of Thrones / A Clash of Kings,George R.R. Martin,4.53,Fantasy,Audiobook,9552
Shattered Souls,Mary Lindsey ,3.94,Young Adult,Romance,9553
The Collected Stories of Philip K. Dick 4: The Minority Report,Philip K. Dick,4.19,Science Fiction,American,9554
Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,J.D. Vance,3.93,Nonfiction,Politics,9555
A Case of Need,"Jeffery Hudson (Pseudonym), Michael Crichton",3.72,Fiction,Suspense,9556
The Perfect Nanny,"Leïla Slimani, Sam Taylor ",3.39,Fiction,Contemporary,9557
Sunset Song,Lewis Grassic Gibbon,3.94,Classics,Novels,9558
The Chocolate Lovers' Club,Carole Matthews,3.76,Chick Lit,Adult,9559
Remember When,"J.D. Robb , Nora Roberts ",4.23,Romance,Crime,9560
Thieves' World,"Robert Lynn Asprin (Editor), Lynn Abbey  (Editor), John Brunner , Poul Anderson , Andrew J. Offutt , Joe Haldeman , Marion Zimmer Bradley , Christine DeWees ",3.84,Fantasy,Science Fiction Fantasy,9561
Magic Steps,Tamora Pierce ,4.02,Fantasy,Young Adult Fantasy,9562
Dinner at the Homesick Restaurant,Anne Tyler ,3.81,Fiction,American,9563
"Absolutely, Positively",Jayne Ann Krentz ,3.96,Romance,Suspense,9564
What's Wrong with the World,G.K. Chesterton,4.04,Nonfiction,Christian,9565
A Rose for Emily and Other Stories,William Faulkner,4.07,Classics,Gothic,9566
"The League of Extraordinary Gentlemen, Vol. 1","Alan Moore , Kevin O'Neill ",3.94,Graphic Novels,Fiction,9567
Blade of Fortriu,Juliet Marillier ,4.09,Fantasy,Historical Fantasy,9568
The Secret Life of Walter Mitty,James Thurber,3.66,Short Stories,Humor,9569
Eat Prey Love,Kerrelyn Sparks ,4.27,Paranormal Romance,Shapeshifters,9570
Side Jobs,Jim Butcher ,4.26,Fantasy,Mystery,9571
The Calculus Affair,"Hergé, Leslie Lonsdale-Cooper , Michael Turner ",4.14,Comics,Fiction,9572
"Swamp Thing, Vol. 1: Saga of the Swamp Thing","Alan Moore , Stephen R. Bissette (Artist), John Totleben (Artist), Dan Day (Artist), Ramsey Campbell",4.21,Comics,Fiction,9573
The Devil's Alternative,Frederick Forsyth,4.06,Fiction,Spy Thriller,9574
First Blood,David Morrell ,4,Fiction,Adventure,9575
The Long Ships,"Frans G. Bengtsson, Michael Meyer ",4.28,Historical Fiction,Historical,9576
The Mirror Crack'd from Side to Side,Agatha Christie,3.92,Mystery,Mystery Thriller,9577
A Song for Julia,Charles Sheehan-Miles ,4.11,New Adult,Music,9578
Sushi for Beginners,Marian Keyes,3.69,Chick Lit,Ireland,9579
Winning,"Jack Welch, Suzy Welch",3.84,Business,Biography,9580
The Social Contract,"Jean-Jacques Rousseau, Maurice Cranston ",3.78,Philosophy,History,9581
Wayfaring Stranger,James Lee Burke,4.04,Historical Fiction,Audiobook,9582
The Garden of Forking Paths,"Jorge Luis Borges, George Guidall  (Narrator)",4.33,Short Stories,Philosophy,9583
Whose Body?,Dorothy L. Sayers,3.88,Mystery,Mystery Thriller,9584
The Assassination of Jesse James by the Coward Robert Ford,Ron Hansen,3.91,Westerns,Novels,9585
The Princess Present,Meg Cabot ,3.62,Young Adult,Contemporary,9586
Hot Water Music,Charles Bukowski,3.91,Fiction,American,9587
The Twenty-One Balloons,William Pène du Bois,3.96,Fiction,Adventure,9588
Betsy-Tacy and Tib,"Maud Hart Lovelace, Lois Lenski ",4.17,Childrens,Juvenile,9589
Big Boned,Meg Cabot ,3.84,Chick Lit,Adult,9590
Genius Squad,Catherine Jinks,3.87,Young Adult,Teen,9591
Garden of Shadows,V.C. Andrews,3.91,Fiction,Gothic,9592
Summer's Crossing,Julie Kagawa ,4.08,Fantasy,Fae,9593
Your Inner Fish: A Journey Into the 3.5-Billion-Year History of the Human Body,Neil Shubin ,4.01,Science,History,9594
"Avatar: The Last Airbender: The Promise, Part 1","Gene Luen Yang , Bryan Konietzko, Michael Dante DiMartino , Gurihiru (Artist)",4.26,Graphic Novels,Young Adult,9595
Time and Chance,Sharon Kay Penman ,4.29,Historical Fiction,British Literature,9596
Turtle in Paradise,Jennifer L. Holm ,3.94,Historical Fiction,Childrens,9597
Benito Cereno,"Herman Melville, Wyn Kelley (Editor)",3.59,Classics,Historical Fiction,9598
Saint Francis,"Nikos Kazantzakis, John Michael Talbot , Amy Welborn  (Editor)",4.07,Fiction,Classics,9599
The Unknown Ajax,Georgette Heyer,4.08,Romance,Historical,9600
Wethering the Storm,Samantha Towle ,4.32,Romance,Music,9601
The Museum of Extraordinary Things,Alice Hoffman ,3.74,Historical Fiction,Historical,9602
Above Suspicion,Helen MacInnes,3.85,Fiction,Suspense,9603
The Seven Daughters of Eve: The Science That Reveals Our Genetic Ancestry,Bryan Sykes,3.99,Science,Biology,9604
Jennie Gerhardt,Theodore Dreiser,4.05,Classics,Literary Fiction,9605
Bee Season,Myla Goldberg ,3.57,Fiction,Coming Of Age,9606
A Time to Dance,Karen Kingsbury ,4.29,Christian Fiction,Adult Fiction,9607
Mercy,Jodi Picoult ,3.58,Fiction,Drama,9608
Heretic,Bernard Cornwell ,4.15,Historical Fiction,Fantasy,9609
Once a Witch,Carolyn MacCullough,3.75,Young Adult,Magic,9610
Desecration,"Tim LaHaye, Jerry B. Jenkins ",4.02,Christian Fiction,Fantasy,9611
The Fallen and Leviathan,Thomas E. Sniegoski,3.75,Angels,Urban Fantasy,9612
Shades of Gray,Brooke McKinley,4.04,M M Romance,LGBT,9613
Firelight,Kristen Callihan ,3.78,Romance,Historical Romance,9614
The Tale of Benjamin Bunny,Beatrix Potter,4.24,Childrens,Animals,9615
The Neutronium Alchemist,Peter F. Hamilton ,4.26,Science Fiction,Science Fiction Fantasy,9616
King Dork,Frank Portman ,3.55,Young Adult,Music,9617
A Writer's Diary,"Virginia Woolf, Leonard Woolf (Editor)",4.26,Nonfiction,Memoir,9618
The Marriage Merger,Jennifer Probst ,4.02,Romance,Erotica,9619
Tied,Emma Chase ,4.24,Romance,Humor,9620
Rosemary and Rue,Seanan McGuire ,3.76,Urban Fantasy,Mystery,9621
Fable,Chanda Hahn ,4.24,Fantasy,Magic,9622
The Art of Love,"Ovid, David Malouf , James Michie ",3.82,Poetry,Romance,9623
By Your Side,Kasie West ,3.86,Young Adult,Audiobook,9624
Artemis,Andy Weir ,3.66,Science Fiction,Science Fiction Fantasy,9625
Dark Sacred Night,"Michael Connelly , Titus Welliver (Narrator), Christine Lakin (Narrator)",4.14,Mystery,Audiobook,9626
The Urantia Book,Urantia Foundation (Editor),4.03,Religion,New Age,9627
"Very Good, Jeeves!",P.G. Wodehouse,4.35,Fiction,Comedy,9628
Moonraker's Bride,Madeleine Brent,4.31,Romance,Gothic,9629
Look Back in Anger,John Osborne,3.58,Plays,Theatre,9630
When Strangers Marry,Lisa Kleypas ,3.68,Historical Romance,Regency,9631
Hourglass,Myra McEntire ,3.79,Young Adult,Romance,9632
The Seat of the Soul,Gary Zukav,4,Spirituality,Psychology,9633
To Win Her Heart,Karen Witemeyer ,4.21,Christian Fiction,Historical,9634
The Elves of Cintra,Terry Brooks ,4.11,Fantasy,Science Fiction,9635
A Shadow in Summer,Daniel Abraham,3.61,Fantasy,Science Fiction Fantasy,9636
The Everafter War,"Michael Buckley, Peter Ferguson ",4.34,Fantasy,Fiction,9637
The Collected Stories,Eudora Welty,4.23,Short Stories,Literature,9638
Leviathan,"Thomas Hobbes, Crawford Brough Macpherson (Editor, Introduction)",3.7,Philosophy,History,9639
The Suitcase Kid,"Jacqueline Wilson, Nick Sharratt ",3.65,Childrens,Young Adult,9640
Mate Set,Laurann Dohner,3.86,Paranormal,Erotica,9641
Explorers on the Moon,"Hergé, Leslie Lonsdale-Cooper , Michael Turner ",4.2,Comics,Fiction,9642
Rock Chick Reckoning,Kristen Ashley ,4.42,Romance,Humor,9643
Number9Dream,David Mitchell,3.91,Fiction,Contemporary,9644
Rival,"Penelope Douglas , AbCraden (Narrator), Nelson Hobbs (Narrator)",4.14,New Adult,Contemporary Romance,9645
What Do You Care What Other People Think?,Richard P. Feynman,4.24,Science,Memoir,9646
Forever You,Sandi Lynn ,4.18,Romance,Erotica,9647
Tales of the Unexpected,Roald Dahl,4.17,Short Stories,Classics,9648
Promised,Jodi Ellen Malpas ,4.12,Romance,Adult,9649
Winter Turning,Tui T. Sutherland,4.59,Fantasy,Childrens,9650
Are We Smart Enough to Know How Smart Animals Are?,Frans de Waal,3.94,Nonfiction,Nature,9651
Sixty Stories,Donald Barthelme,4.19,Short Stories,Classics,9652
Sea Swept,Nora Roberts ,4.24,Romance,Chick Lit,9653
Sandstorm,James Rollins ,3.95,Thriller,Action,9654
The Faerie Queene,"Edmund Spenser, Thomas P. Roche Jr. (Editor), C. Patrick O'Donnell (Editor)",3.57,Poetry,Literature,9655
A Civil Contract,Georgette Heyer,3.8,Romance,Historical,9656
Running Blind,Lee Child ,4.1,Thriller,Suspense,9657
"Safe Area Goražde: The War in Eastern Bosnia, 1992-1995","Joe Sacco, Christopher Hitchens ",4.29,Graphic Novels,War,9658
Knife,R.J. Anderson ,3.97,Fantasy,Magic,9659
The Velvet Promise,Jude Deveraux,4.01,Romance,Historical Fiction,9660
On Ugliness,Umberto Eco,3.85,Art,Art History,9661
Emily Climbs,L.M. Montgomery,4.15,Classics,Childrens,9662
Bittersweet,Sarah Ockler ,3.76,Young Adult,Realistic Fiction,9663
Sophie & Carter,Chelsea Fine ,3.82,Young Adult,Abuse,9664
The Redemption of Ajax,"Trinity Faegen , Stephanie Feagan ",3.86,Young Adult,Angels,9665
A Christmas Carol / The Chimes / The Cricket on the Hearth,"Charles Dickens, Katharine Kroeber Wiley ",4.13,Classics,Short Stories,9666
Address Unknown,Kathrine Kressmann Taylor,4.19,Fiction,Historical,9667
The Naked God,Peter F. Hamilton ,4.21,Science Fiction,Horror,9668
Rise to Rebellion,Jeff Shaara,4.19,Historical Fiction,War,9669
We Need New Names,NoViolet Bulawayo,3.74,Fiction,Literary Fiction,9670
Nervous Conditions,Tsitsi Dangarembga,3.99,Fiction,Feminism,9671
Muhammad: His Life Based on the Earliest Sources,Martin Lings,4.57,Islam,Nonfiction,9672
How to Twist a Dragon's Tale,"Cressida Cowell, David Tennant (Narrator)",4.22,Fantasy,Audiobook,9673
"xxxHolic, Vol. 1","CLAMP, William Flanagan ",4.15,Manga,Supernatural,9674
Fifteen,Beverly Cleary,3.93,Young Adult,Classics,9675
Gingerbread,Rachel Cohn,3.63,Young Adult,Romance,9676
Goddess of the Night,Lynne Ewing,3.81,Fantasy,Urban Fantasy,9677
Alicia,Alicia Appleman-Jurman,4.14,Holocaust,Memoir,9678
Mythologies,"Roland Barthes, Annette Lavers ",4.1,Philosophy,France,9679
The Wheel of Fortune,Susan Howatch,4.11,Historical Fiction,British Literature,9680
Comanche Moon,Larry McMurtry,4.04,Westerns,Historical,9681
"God Bless You, Dr. Kevorkian",Kurt Vonnegut Jr.,3.85,Fiction,Science Fiction,9682
Glory Road,Robert A. Heinlein,3.78,Science Fiction,Adventure,9683
Story of a Girl,Sara Zarr,3.66,Young Adult,Teen,9684
To Catch a Pirate,Jade Parker,3.76,Romance,Historical,9685
Unveiled: Tamar,Francine Rivers ,4.29,Christian Fiction,Biblical Fiction,9686
"Bearing the Cross: Martin Luther King, JR., and the Southern Christian Leadership Conference",David J. Garrow,4.33,History,American History,9687
Molloy,"Samuel Beckett, Patrick Bowles ",4.06,Fiction,Novels,9688
Hero,Rhonda Byrne,4.06,Self Help,Inspirational,9689
Wittgenstein's Mistress,"David Markson, Steven Moore , David Foster Wallace ",3.98,Fiction,American,9690
Hot Head,Damon Suede ,4.02,M M Romance,LGBT,9691
Hardpressed,Meredith Wild ,4.26,Romance,New Adult,9692
Anywhere But Here,Mona Simpson ,3.55,Fiction,Contemporary,9693
The Hollow,Agatha Christie,3.81,Mystery,Detective,9694
The Second Chronicles of Thomas Covenant,Stephen R. Donaldson,4.02,Fantasy,Science Fiction,9695
A Rush of Wings,Adrian Phoenix ,3.6,Urban Fantasy,Romance,9696
Match Me If You Can,Susan Elizabeth Phillips ,4.13,Romance,Sports,9697
The Squire's Tale,Gerald Morris,3.99,Fantasy,Historical Fiction,9698
"Scott Pilgrim, Volume 5: Scott Pilgrim vs. the Universe","Bryan Lee O'Malley (Writer, Artist)",4.33,Graphic Novels,Graphic Novels Comics,9699
Dancing in My Nuddy-Pants,Louise Rennison,4.01,Young Adult,Chick Lit,9700
"The Autobiography of Martin Luther King, Jr.","Martin Luther King Jr., Clayborne Carson (Editor)",4.32,Biography,Politics,9701
Ascension,Caris Roane ,3.77,Paranormal Romance,Romance,9702
The Cornish Trilogy: The Rebel Angels; What's Bred in the Bone; The Lyre of Orpheus,Robertson Davies,4.44,Fiction,Classics,9703
The Legacy of Heorot,"Larry Niven, Steven Barnes , Jerry Pournelle",3.94,Science Fiction,Adventure,9704
Seer of Sevenwaters,Juliet Marillier ,4.05,Fantasy,Historical,9705
The Bones of Makaidos,Bryan Davis ,4.46,Fantasy,Young Adult,9706
If You Dare,Kresley Cole ,4,Historical Romance,Adult,9707
The Man From St. Petersburg,Ken Follett ,3.89,Fiction,Suspense,9708
Pompeii,Robert Harris ,3.82,Historical Fiction,Thriller,9709
The Sable Quean,"Brian Jacques, Sean Rubin ",4.13,Fantasy,Animals,9710
Twisted,Emma Chase ,4.02,Romance,Adult,9711
Finding Eden,"Mia Sheridan , Fabienne Vidallet ",4.35,Romance,Abuse,9712
Deep Blue,Jennifer Donnelly ,3.83,Fantasy,Paranormal,9713
Pucked,Helena Hunting ,4,Romance,New Adult,9714
Winter Tales,"Angelika Meyer , M.J. Thompson , T.M. Mendes , Olivia Harvard , Mel Ryle ",4.26,NA,NA,9715
Broken,Karin Slaughter ,4.16,Mystery,Suspense,9716
"The Green Mile, Part 1: The Two Dead Girls",Stephen King ,4.52,Horror,Mystery,9717
The Distance To Home,Jenn Bishop ,4.29,Middle Grade,Death,9718
"The Josephine Bonaparte Collection: The Many Lives and Secret Sorrows of Josephine B., Tales of Passion, Tales of Woe, and the Last Great Dance on Earth",Sandra Gulland ,4.46,Historical Fiction,Romance,9719
Velvet Elvis: Repainting the Christian Faith,Rob Bell,3.77,Christian,Christianity,9720
Loser,Jerry Spinelli,3.73,Fiction,Middle Grade,9721
Cultural Amnesia: Necessary Memories from History and the Arts,Clive James,4.12,Nonfiction,Philosophy,9722
Tennyson's Poetry,"Alfred Tennyson, Robert W. Hill Jr. (editor)",4.07,Poetry,Anthologies,9723
Apollyon,"Tim LaHaye, Jerry B. Jenkins ",3.98,Christian Fiction,Fantasy,9724
Cast in Silence,Michelle Sagara,4.21,Fantasy,Fiction,9725
The Return of the Prodigal Son: A Story of Homecoming,Henri J.M. Nouwen,4.34,Christian,Christianity,9726
How to Travel with a Salmon and Other Essays,"Umberto Eco, William Weaver ",3.85,Nonfiction,Italian Literature,9727
Claiming the Highlander,Kinley MacGregor,4.1,Historical Romance,Historical Fiction,9728
Mapp and Lucia,E.F. Benson,4.24,Fiction,Historical Fiction,9729
Shalimar the Clown,Salman Rushdie,3.88,Fiction,Historical Fiction,9730
Branded,Keary Taylor ,3.71,Angels,Romance,9731
Swift as Desire,Laura Esquivel,3.6,Fiction,Spanish Literature,9732
There Are Doors,Gene Wolfe,3.63,Fantasy,Speculative Fiction,9733
Civil War: A Marvel Comics Event,"Mark Millar  (Writer), Steve McNiven (Artist), Dexter Vines (Inker), Morry Hollowell (Colourist)",4.06,Comics,Graphic Novels Comics,9734
Peter the Great: His Life and World,Robert K. Massie,4.17,History,Russian History,9735
Dream Dark,"Kami Garcia , Margaret Stohl ",3.75,Young Adult,Magic,9736
"Owl at Home (I Can Read, Level 2)",Arnold Lobel,4.19,Childrens,Classics,9737
The People in the Trees,Hanya Yanagihara ,3.7,Fiction,Literary Fiction,9738
Half Girlfriend,Chetan Bhagat,3.14,Fiction,Contemporary,9739
In Search of Schrödinger's Cat: Quantum Physics and Reality,John Gribbin,4.04,Science,Philosophy,9740
Valentine (Blood Guardian),Lucian Bane ,4.46,NA,NA,9741
Elective Affinities,"Johann Wolfgang von Goethe, Maria Assunção Pinto Correia (Tradução), João Barrento (Prefácio)",3.73,Classics,Germany,9742
"Through a Glass, Darkly",Donna Leon,3.83,Mystery,Mystery Thriller,9743
No Ordinary Time: Franklin and Eleanor Roosevelt: The Home Front in World War II,Doris Kearns Goodwin,4.18,History,Presidents,9744
Angry Housewives Eating Bon Bons,Lorna Landvik ,3.8,Fiction,Contemporary,9745
Angels Flight,Michael Connelly ,4.18,Mystery,Detective,9746
"Right Ho, Jeeves",P.G. Wodehouse,4.32,Fiction,British Literature,9747
A Day No Pigs Would Die,Robert Newton Peck,3.56,Young Adult,Childrens,9748
While I Live,John Marsden,3.76,Young Adult,Australia,9749
The Darkest Whisper,Gena Showalter ,4.32,Paranormal Romance,Fantasy,9750
Dragonflight / Dragonquest,"Anne McCaffrey, Adrienne Barbeau (Read by), Michael Whelan ",4.47,Fantasy,Science Fiction Fantasy,9751
How Should We Then Live? The Rise and Decline of Western Thought and Culture,Francis A. Schaeffer,4.18,Philosophy,Nonfiction,9752
All These Things I've Done,Gabrielle Zevin ,3.7,Young Adult,Fiction,9753
Shug,Jenny Han ,3.99,Young Adult,Middle Grade,9754
Thief's Covenant,Ari Marmell ,3.69,Fantasy,Mystery,9755
Avoiding Responsibility,K.A. Linde ,4.07,Romance,Adult,9756
Immortal Hearts,Ellen Schreiber,4.19,Vampires,Fantasy,9757
"Nausicaä of the Valley of the Wind, Vol. 1","Hayao Miyazaki (Scriptwriter/Illustrator), David Lewis , Toren Smith , Kaori Inoue , Joe Yamazaki ",4.47,Manga,Science Fiction,9758
"Tsubasa: RESERVoir CHRoNiCLE, Vol. 2","CLAMP, Anthony Gerard ",4.28,Manga,Romance,9759
Chesapeake Blue,Nora Roberts ,4.18,Romance,Chick Lit,9760
Superfudge,Judy Blume ,3.99,Childrens,Middle Grade,9761
Chill of Fear,Kay Hooper,4.18,Mystery,Suspense,9762
The Anatomy of Melancholy,"Robert Burton, William H. Gass ",4.17,Philosophy,Essays,9763
Sunset,Karen Kingsbury ,4.44,Christian Fiction,Christian Romance,9764
Take One,Karen Kingsbury ,4.2,Christian Fiction,Christian Romance,9765
Deal Breaker,Harlan Coben ,3.95,Mystery,Suspense,9766
The Silent Governess,Julie Klassen ,4.02,Historical Fiction,Historical Romance,9767
